index,loss
0,0.8424280881881714
1,0.6347081661224365
2,0.840080201625824
3,0.5838895440101624
4,0.7897928953170776
5,0.5071526765823364
6,0.9646252989768982
7,0.6544588804244995
8,0.8758645057678223
9,0.5642372369766235
10,0.8740582466125488
11,0.561432957649231
12,1.3347522020339966
13,0.6473813652992249
14,0.7615493535995483
15,0.34381285309791565
16,1.3038798570632935
17,0.5535427331924438
18,0.8705902099609375
19,0.34841763973236084
20,1.3785321712493896
21,0.5594165921211243
22,0.8669052720069885
23,0.3109666407108307
24,0.9221058487892151
25,0.6104445457458496
26,0.889278769493103
27,0.5660619735717773
28,0.8445364236831665
29,0.45498913526535034
30,1.0373046398162842
31,0.6337872743606567
32,0.9605038166046143
33,0.5402313470840454
34,0.9402543902397156
35,0.4967949390411377
36,1.1541178226470947
37,0.6323487162590027
38,0.8124024271965027
39,0.40407392382621765
40,1.0921064615249634
41,0.5229119658470154
42,0.9447386264801025
43,0.45452916622161865
44,1.1687878370285034
45,0.5721175074577332
46,0.888263463973999
47,0.3966211676597595
48,1.027245283126831
49,0.639290988445282
50,0.8367111086845398
51,0.5084589719772339
52,0.9715903997421265
53,0.5285770297050476
54,1.0072660446166992
55,0.5242553949356079
56,1.0790549516677856
57,0.5434228181838989
58,0.9387252330780029
59,0.4558487832546234
60,0.8825893402099609
61,0.5816892385482788
62,0.8806582689285278
63,0.6829458475112915
64,0.8055340647697449
65,0.49046385288238525
66,1.0036568641662598
67,0.7520281076431274
68,0.8880749344825745
69,0.5663126111030579
70,0.8958280086517334
71,0.6206246614456177
72,1.0217092037200928
73,0.5367782115936279
74,0.9221978187561035
75,0.5474995970726013
76,0.953454852104187
77,0.45823895931243896
78,1.063286304473877
79,0.6061643958091736
80,1.0194644927978516
81,0.4583735764026642
82,1.02030348777771
83,0.5526999831199646
84,1.1516693830490112
85,0.6883674263954163
86,0.702221155166626
87,0.42719727754592896
88,1.0459198951721191
89,0.5595474243164062
90,0.832380473613739
91,0.4810498058795929
92,1.1716291904449463
93,0.6252337098121643
94,0.7664358615875244
95,0.3733619451522827
96,1.1659762859344482
97,0.749860405921936
98,0.6535213589668274
99,0.3870325982570648
100,1.1467235088348389
101,0.6735448837280273
102,0.7267477512359619
103,0.39791426062583923
104,1.205570101737976
105,0.6963068842887878
106,0.7166641354560852
107,0.36338502168655396
108,0.9590303897857666
109,0.6226767897605896
110,0.8820794820785522
111,0.5801427960395813
112,0.9059032201766968
113,0.48292016983032227
114,1.0276763439178467
115,0.6610596776008606
116,0.9879399538040161
117,0.5388219356536865
118,0.9471279978752136
119,0.5395755767822266
120,0.7442677617073059
121,0.524383008480072
122,0.9881267547607422
123,0.6403077840805054
124,0.6959702372550964
125,0.4190535545349121
126,1.1541544198989868
127,0.6880826950073242
128,0.7746251821517944
129,0.4791938066482544
130,1.0458110570907593
131,0.6025240421295166
132,1.3088979721069336
133,0.6081053018569946
134,0.8546199798583984
135,0.33604535460472107
136,1.2905014753341675
137,0.526053786277771
138,0.9572292566299438
139,0.3314298391342163
140,1.3538215160369873
141,0.5361509919166565
142,0.9628793001174927
143,0.2966490089893341
144,0.8631507158279419
145,0.4982752799987793
146,1.0285584926605225
147,0.5107375383377075
148,0.8003751039505005
149,0.4004327952861786
150,1.1763309240341187
151,0.5382533669471741
152,0.8987021446228027
153,0.4877192974090576
154,1.0772377252578735
155,0.42502397298812866
156,1.1133594512939453
157,0.5962637662887573
158,0.8327770829200745
159,0.40070226788520813
