index,logodds,correct,total_logprob
0,-2.5304524898529053,1,-0.8497511744499207
1,-1.1573106050491333,1,-0.8258330225944519
2,-2.719615936279297,1,-0.9496752619743347
3,-1.5550156831741333,1,-0.8233922719955444
4,-2.5543212890625,1,-0.9688350558280945
5,-1.3849371671676636,1,-0.9720572233200073
6,-2.8203582763671875,1,-0.9528722763061523
7,-1.438175082206726,1,-0.9128298163414001
8,-2.5121231079101562,1,-0.946008563041687
9,-1.4246941804885864,1,-0.8929305076599121
10,-2.8256301879882812,1,-0.7868779897689819
11,-1.7538032531738281,1,-0.7574038505554199
12,-2.6903724670410156,1,-1.1349612474441528
13,-1.789214849472046,1,-0.9200266599655151
14,-2.8314743041992188,1,-0.8028597831726074
15,-1.629211187362671,1,-0.7900495529174805
16,-2.720977306365967,1,-0.9558700323104858
17,-1.4614371061325073,1,-0.9052507877349854
18,-3.1089935302734375,1,-0.773971676826477
19,-1.8115845918655396,1,-0.776540994644165
20,-2.7610323429107666,1,-0.7748860120773315
21,-2.0802340507507324,1,-0.8180882930755615
22,-2.9388351440429688,1,-0.8721057176589966
23,-2.2836453914642334,1,-0.8338410258293152
24,-2.8100013732910156,1,-0.8214688897132874
25,-2.1678273677825928,1,-0.8747202157974243
26,-3.1316370964050293,1,-0.8581792712211609
27,-2.186493158340454,1,-0.8630521893501282
28,-2.709522008895874,1,-0.8741440176963806
29,-2.1475179195404053,1,-0.8261824250221252
30,-3.0162887573242188,1,-0.7681745886802673
31,-2.398731231689453,1,-0.746738851070404
32,-3.029541015625,1,-0.9695364832878113
33,-2.4491500854492188,1,-0.8381728529930115
34,-2.984828472137451,1,-0.7909396886825562
35,-2.322516918182373,1,-0.8014494180679321
36,-2.9712448120117188,1,-0.8677625060081482
37,-2.1539151668548584,1,-0.8263822793960571
38,-3.308490514755249,1,-0.7317333221435547
39,-2.596770763397217,1,-0.7560447454452515
40,-2.6931533813476562,1,-0.7266640067100525
41,-2.0578231811523438,1,-0.7911913990974426
42,-2.829108953475952,1,-0.7316719889640808
43,-2.179790496826172,1,-0.7958092093467712
44,-2.7833175659179688,1,-0.7352483868598938
45,-2.1397171020507812,1,-0.8419274687767029
46,-2.9755094051361084,1,-0.7436574101448059
47,-2.1007423400878906,1,-0.8163522481918335
48,-2.711578369140625,1,-0.7722854018211365
49,-2.227558135986328,1,-0.7922990322113037
50,-2.876708984375,1,-0.6938734650611877
51,-2.369518280029297,1,-0.7213212847709656
52,-3.0787274837493896,1,-0.856663167476654
53,-2.5305633544921875,1,-0.7666755318641663
54,-2.9264678955078125,1,-0.71965491771698
55,-2.311134099960327,1,-0.7671819925308228
56,-2.838848114013672,1,-0.8150008320808411
57,-2.151592254638672,1,-0.78493732213974
58,-3.1465187072753906,1,-0.6544376611709595
59,-2.489928960800171,1,-0.7111052870750427
60,-2.2135658264160156,1,-0.8576123714447021
61,-1.3227194547653198,1,-0.8534265756607056
62,-2.8674120903015137,1,-0.8797717690467834
63,-1.8476063013076782,1,-0.846362829208374
64,-2.1997909545898438,1,-0.9116330146789551
65,-1.4669840335845947,1,-0.9371721744537354
66,-2.903350591659546,1,-0.8698189854621887
67,-1.8121334314346313,1,-0.9013651013374329
68,-2.238483428955078,1,-0.886629581451416
69,-1.6131362915039062,1,-0.875468373298645
70,-2.7372817993164062,1,-0.764373242855072
71,-2.034839630126953,1,-0.7845160961151123
72,-2.6291732788085938,1,-0.8947643041610718
73,-1.7340466976165771,1,-0.8446264266967773
74,-2.685443878173828,1,-0.7838234305381775
75,-1.8121490478515625,1,-0.7986483573913574
76,-2.2611465454101562,1,-0.9194408059120178
77,-1.5006941556930542,1,-0.858221709728241
78,-3.0285682678222656,1,-0.7470529079437256
79,-2.034972906112671,1,-0.8286747336387634
80,-2.8510243892669678,1,-0.9340655207633972
81,-2.1173245906829834,1,-0.9603022336959839
82,-2.8505020141601562,1,-1.0385774374008179
83,-2.230010747909546,1,-0.9407850503921509
84,-2.898693084716797,1,-1.0066022872924805
85,-2.279613494873047,1,-0.9971349239349365
86,-2.903198480606079,1,-1.0504534244537354
87,-2.0924110412597656,1,-0.9966498017311096
88,-2.9189677238464355,1,-0.9923825263977051
89,-2.402698516845703,1,-0.9712898135185242
90,-3.017871618270874,1,-0.8992998003959656
91,-2.4148976802825928,1,-0.8386176824569702
92,-3.1273117065429688,1,-1.0991008281707764
93,-2.541602611541748,1,-1.014512300491333
94,-3.15087890625,1,-0.920189619064331
95,-2.3811187744140625,1,-0.8782986402511597
96,-3.0171852111816406,1,-1.0128443241119385
97,-2.3121986389160156,1,-0.9679967761039734
98,-3.233985662460327,1,-0.9043654799461365
99,-2.5407140254974365,1,-0.8872207999229431
100,-2.3515050411224365,1,-0.9829712510108948
101,-1.4237213134765625,1,-0.9107805490493774
102,-2.7769737243652344,1,-0.9580239057540894
103,-1.9309918880462646,1,-0.8909008502960205
104,-2.1491355895996094,1,-1.080944299697876
105,-1.5286216735839844,1,-0.988351047039032
106,-2.729194402694702,1,-0.940159797668457
107,-1.8923566341400146,1,-0.8916300535202026
108,-2.196369171142578,1,-1.0714836120605469
109,-1.7130162715911865,1,-0.9349572658538818
110,-2.733142852783203,1,-0.8737530708312988
111,-2.1317098140716553,1,-0.8221584558486938
112,-2.422527313232422,1,-1.0723567008972168
113,-1.905338168144226,1,-0.9503372311592102
