index,logodds,correct,total_logprob
0,-2.2407827377319336,1,-0.30239444971084595
1,-1.8717708587646484,1,-0.7250268459320068
2,-1.0725669860839844,0,-0.3172789514064789
3,-1.4505367279052734,0,-0.649644136428833
4,-1.5477104187011719,1,-0.5291799306869507
5,-1.2438888549804688,1,-0.7154749035835266
6,-1.0069541931152344,0,-0.5254592895507812
7,-1.1343727111816406,0,-0.8560605049133301
8,-1.9261645078659058,1,-0.3472963869571686
9,-1.4875545501708984,1,-0.6544128060340881
10,-1.1753129959106445,0,-0.2946799397468567
11,-1.3734283447265625,0,-0.5586043000221252
12,-1.3211250305175781,1,-0.6993265151977539
13,-0.8090972900390625,1,-1.4283190965652466
14,-0.6891917586326599,0,-0.5069525241851807
15,-0.8359355926513672,0,-1.0883678197860718
16,-0.43273353576660156,1,-0.628688633441925
17,-0.5932025909423828,1,-1.0151786804199219
18,-0.5869159698486328,0,-0.5115047693252563
19,-0.5985288619995117,0,-0.9461160898208618
20,-0.49318885803222656,1,-0.631588339805603
21,-0.20839214324951172,1,-1.0077686309814453
22,0.25551414489746094,1,-0.5622318983078003
23,-0.022322654724121094,0,-0.837655782699585
24,-0.5794754028320312,0,-0.5292133688926697
25,-0.23247432708740234,0,-0.9518718123435974
26,0.08609580993652344,1,-0.45941758155822754
27,-0.368896484375,0,-0.6393876075744629
28,-1.8355369567871094,1,-0.38864076137542725
29,-1.4753198623657227,1,-0.9049410820007324
30,-1.0220298767089844,0,-0.36874833703041077
31,-1.1491355895996094,0,-0.5831669569015503
32,-1.2851142883300781,1,-1.0327142477035522
33,-0.8264580368995667,1,-1.488619089126587
34,-0.1360025405883789,0,-0.546631932258606
35,-0.4512624740600586,0,-0.7420417070388794
36,0.4620380401611328,0,-0.7549797892570496
37,0.09242820739746094,0,-0.9153517484664917
38,0.0382080078125,1,-0.4329965114593506
39,-0.3614940643310547,0,-0.8368868827819824
40,0.8266010284423828,0,-0.9585825800895691
41,0.5089740753173828,0,-1.1185877323150635
42,-0.05745124816894531,0,-0.5976413488388062
43,-0.7107524871826172,0,-0.8294392824172974
44,-0.8605213165283203,1,-1.1917874813079834
45,-0.9186983108520508,1,-1.3578441143035889
46,-0.42565441131591797,0,-0.8672423362731934
47,-0.8495864868164062,0,-1.108628511428833
48,-0.1754913330078125,1,-1.0932890176773071
49,0.2502899169921875,0,-1.1256824731826782
50,0.0124969482421875,1,-1.0491371154785156
51,-0.40157508850097656,0,-1.1658568382263184
52,-0.3905200958251953,1,-0.5875707268714905
53,-0.13770484924316406,1,-0.8216755986213684
54,0.03641319274902344,1,-0.7715553045272827
55,0.49435997009277344,1,-1.414719820022583
56,0.8583707809448242,0,-0.7316328287124634
57,0.4934540092945099,0,-1.1297829151153564
58,0.877311646938324,1,-0.6496016979217529
59,0.2988719940185547,1,-1.0366020202636719
60,-0.15236282348632812,1,-0.4191737771034241
61,-0.17105388641357422,1,-0.9008839726448059
62,0.029972076416015625,1,-0.46935468912124634
63,-0.17859268188476562,0,-0.7664310336112976
64,-0.05779075622558594,1,-0.4443017840385437
65,0.04366493225097656,0,-0.9175723791122437
66,0.7025575637817383,1,-0.5768946409225464
67,-0.2168121337890625,0,-0.8506360650062561
68,-0.6266975998878479,1,-0.8264839053153992
69,-0.234619140625,1,-1.273597240447998
70,-0.4027576446533203,0,-0.7614736557006836
71,-0.3431558609008789,0,-1.1154669523239136
72,0.3832826614379883,0,-1.8048961162567139
73,-0.10160446166992188,1,-1.4398858547210693
74,1.0401954650878906,1,-0.8870823383331299
75,0.6759901642799377,1,-1.0026569366455078
76,-0.07159996032714844,1,-1.0037271976470947
77,-0.09957313537597656,1,-1.3654332160949707
78,-1.0518159866333008,0,-0.8508726358413696
79,-0.7279872894287109,0,-0.9840534925460815
