index,logodds,correct,total_logprob
0,-0.10482025146484375,1,-0.6222425699234009
1,0.0893096923828125,0,-0.8478560447692871
2,0.525970458984375,1,-0.6665762066841125
3,0.2766571044921875,1,-0.9853204488754272
4,0.5732650756835938,0,-0.8325321674346924
5,0.45912933349609375,0,-1.1167174577713013
6,0.5690231323242188,1,-1.0681204795837402
7,0.36297607421875,1,-1.4444844722747803
8,0.1383514404296875,0,-0.7142846584320068
9,0.2241058349609375,0,-0.9835008978843689
10,0.5005264282226562,1,-0.697268009185791
11,0.281707763671875,1,-0.998180627822876
12,0.5333480834960938,0,-0.9307093620300293
13,0.5572661757469177,0,-1.2085325717926025
14,0.9210433959960938,1,-0.929997444152832
15,0.631591796875,1,-1.2158838510513306
16,-0.105926513671875,1,-0.9064285159111023
17,0.41780853271484375,0,-0.8639296889305115
18,-0.25489044189453125,0,-1.060422420501709
19,-0.36501312255859375,0,-1.0677242279052734
20,-0.2647705078125,1,-1.1150516271591187
21,-0.11109161376953125,1,-0.9613078832626343
22,-0.10258102416992188,0,-0.7900806665420532
23,-0.27437591552734375,0,-0.8165003657341003
24,0.352081298828125,1,-0.7217516899108887
25,0.6014556884765625,1,-0.9591182470321655
26,0.8680419921875,1,-0.7161002159118652
27,0.619354248046875,1,-0.9078619480133057
28,0.26108551025390625,0,-0.7163856625556946
29,0.2918548583984375,0,-0.9346365928649902
30,0.3009033203125,1,-0.7766931653022766
31,0.22594451904296875,1,-1.1316158771514893
32,-0.5362625122070312,1,-1.7767198085784912
33,-0.2435302734375,1,-1.5263707637786865
34,-0.21796417236328125,0,-1.4346354007720947
35,-0.3934326171875,0,-1.285938024520874
36,0.5428391098976135,0,-1.0123229026794434
37,0.5194244384765625,0,-1.066962718963623
38,0.6324310898780823,1,-1.0473549365997314
39,0.46813201904296875,1,-1.023669719696045
40,0.44239044189453125,0,-1.4009038209915161
41,0.830291748046875,0,-1.2779830694198608
42,0.9943618774414062,1,-1.059296727180481
43,0.39019012451171875,1,-1.1186436414718628
44,-0.1957855224609375,1,-0.9518448114395142
45,-0.15547943115234375,1,-1.1828604936599731
46,-0.03592681884765625,0,-1.0949933528900146
47,-0.14989471435546875,0,-1.131906270980835
48,0.07640838623046875,0,-1.0590243339538574
49,0.09836578369140625,0,-1.1688246726989746
50,-0.3746490478515625,0,-0.9414737224578857
51,-0.5672760009765625,0,-1.1301630735397339
52,-0.7667465209960938,1,-0.6943000555038452
53,-0.509857177734375,1,-0.665099024772644
54,-0.0563507080078125,0,-1.0540258884429932
55,-0.1172637939453125,0,-1.576536774635315
56,0.8702545166015625,0,-0.8217971324920654
57,1.1191787719726562,0,-1.0427591800689697
58,1.1770782470703125,1,-0.9547399282455444
59,0.768646240234375,1,-1.0926297903060913
60,-0.501708984375,1,-0.953193724155426
61,0.47522735595703125,0,-1.0138463973999023
62,-0.3929290771484375,0,-1.0631417036056519
63,-0.0787811279296875,0,-0.8642835021018982
64,1.1216812133789062,0,-0.5701457262039185
65,0.7684173583984375,0,-0.7465951442718506
66,0.5740661025047302,1,-0.7032304406166077
67,0.2859649658203125,1,-0.8052011132240295
68,0.19644927978515625,0,-1.0465822219848633
69,0.1683349609375,0,-1.0680115222930908
70,0.27677154541015625,1,-1.0075788497924805
71,0.16693115234375,1,-1.0837382078170776
72,0.4429168701171875,0,-0.8234902024269104
73,0.1452789306640625,0,-0.9431478977203369
74,1.09521484375,1,-0.9643123149871826
75,0.48746490478515625,1,-1.0241022109985352
76,1.403472900390625,0,-1.2918504476547241
77,1.1642227172851562,0,-1.5540584325790405
78,0.5897598266601562,1,-1.1751368045806885
79,0.41412353515625,1,-1.1138828992843628
