index,loss,correct,total_logprob
0,0.32817625999450684,1,-5.289579391479492
1,0.4123845100402832,1,-5.425820827484131
2,1.2019708156585693,0,-5.469223976135254
3,1.1107736825942993,0,-5.365793704986572
4,0.18341325223445892,1,-3.7397196292877197
5,0.24323081970214844,1,-3.80926513671875
6,1.7778726816177368,0,-3.792053461074829
7,1.629425287246704,0,-3.8553359508514404
8,0.3359364867210388,1,-5.425252914428711
9,0.4083271324634552,1,-5.510894298553467
10,1.1987926959991455,0,-5.6099138259887695
11,1.1132005453109741,0,-5.463445663452148
12,0.34272000193595886,1,-5.331327438354492
13,0.3947288990020752,1,-5.283896446228027
14,1.216787576675415,0,-5.443050861358643
15,1.176742434501648,0,-5.309803485870361
16,0.30493679642677307,1,-5.373999118804932
17,0.38365113735198975,1,-5.482021808624268
18,1.2858049869537354,0,-5.584586143493652
19,1.1943848133087158,0,-5.465621471405029
20,0.32773253321647644,1,-5.272714614868164
21,0.4069836437702179,1,-5.381424903869629
22,1.2148122787475586,0,-5.491970062255859
23,1.125244379043579,0,-5.359138011932373
24,0.33787867426872253,1,-3.6031270027160645
25,0.41090673208236694,1,-3.906796932220459
26,1.2203880548477173,0,-3.8352794647216797
27,1.155962586402893,0,-3.8910679817199707
28,0.4416866898536682,1,-5.884355545043945
29,0.3972485065460205,1,-5.903058052062988
30,1.0489758253097534,0,-5.845831871032715
31,1.1365187168121338,0,-5.713467121124268
32,0.1867416352033615,1,-3.834505319595337
33,0.17550097405910492,1,-3.8402347564697266
34,1.8152666091918945,0,-3.8113040924072266
35,1.8984713554382324,0,-3.795747756958008
36,0.43729662895202637,1,-5.919370651245117
37,0.3957102298736572,1,-5.919794082641602
38,1.0529356002807617,0,-5.913741111755371
39,1.1432852745056152,0,-5.791514873504639
40,0.41766589879989624,1,-5.857701778411865
41,0.35976913571357727,1,-5.793032169342041
42,1.0386745929718018,0,-5.966973304748535
43,1.1953954696655273,0,-5.800188064575195
44,0.40632590651512146,1,-5.914458751678467
45,0.3690560758113861,1,-5.92340087890625
46,1.1261205673217773,0,-5.911412239074707
47,1.2078371047973633,0,-5.801996231079102
48,0.4398157000541687,1,-5.793668746948242
49,0.3923362195491791,1,-5.825577735900879
50,1.0625572204589844,0,-5.771982192993164
51,1.1539037227630615,0,-5.649028778076172
52,0.41210097074508667,1,-4.296600341796875
53,0.38010090589523315,1,-4.281282901763916
54,1.0896998643875122,0,-4.136497974395752
55,1.1523687839508057,0,-4.030858993530273
56,0.3761374056339264,1,-5.546785354614258
57,0.4078057110309601,1,-5.440865993499756
58,1.1094948053359985,0,-5.465490818023682
59,1.0718165636062622,0,-5.234227180480957
60,0.17622686922550201,1,-3.6231117248535156
61,0.17084276676177979,1,-3.5955681800842285
62,1.90669584274292,0,-3.591191291809082
63,1.8768481016159058,0,-3.573507308959961
64,0.3772437572479248,1,-5.653641700744629
65,0.4073510468006134,1,-5.511445045471191
66,1.1027660369873047,0,-5.656839370727539
67,1.0690189599990845,0,-5.373155117034912
68,0.3734331727027893,1,-5.431870937347412
69,0.3916829526424408,1,-5.378483295440674
70,1.1067761182785034,0,-5.538444519042969
71,1.1094846725463867,0,-5.357932090759277
72,0.3471894860267639,1,-5.6393513679504395
73,0.3707309067249298,1,-5.545602321624756
74,1.1967368125915527,0,-5.609686374664307
75,1.1667695045471191,0,-5.382445812225342
76,0.37965720891952515,1,-5.453996181488037
77,0.40912574529647827,1,-5.361259937286377
78,1.1177549362182617,0,-5.404821395874023
79,1.0787224769592285,0,-5.204147815704346
80,0.3608909547328949,1,-4.012916088104248
81,0.3856096863746643,1,-3.893792152404785
82,1.1761937141418457,0,-4.0083441734313965
83,1.1465517282485962,0,-3.7914533615112305
84,0.3388422727584839,1,-5.71513032913208
85,0.32794150710105896,1,-5.760521411895752
86,1.2690768241882324,0,-5.940202236175537
87,1.2036468982696533,0,-5.829185962677002
88,0.15979552268981934,1,-3.7077815532684326
89,0.13659870624542236,1,-3.712721824645996
90,1.904520034790039,0,-3.692155361175537
91,2.0296061038970947,0,-3.6863837242126465
92,0.3504742383956909,1,-5.763132095336914
93,0.3445615768432617,1,-5.893065452575684
94,1.264528512954712,0,-5.96242618560791
95,1.1892528533935547,0,-5.979903221130371
96,0.3342421352863312,1,-5.720566272735596
97,0.33937332034111023,1,-5.74446439743042
98,1.292836308479309,0,-5.844947338104248
