index,logodds,correct,total_logprob
0,3.5251731872558594,1,-0.6980583667755127
1,0.1550750732421875,1,-0.9617762565612793
2,-1.6420018672943115,1,-0.8102612495422363
3,-0.0801163911819458,1,-0.802528977394104
4,2.9972877502441406,1,-0.540011465549469
5,0.2808494567871094,1,-0.7146375775337219
6,-1.6083488464355469,1,-1.1219236850738525
7,0.2437589168548584,0,-1.158064603805542
8,2.5977323055267334,1,-0.9149490594863892
9,0.14049136638641357,1,-0.9675143957138062
10,-1.0996208190917969,1,-1.0395283699035645
11,0.16344821453094482,0,-0.8709474205970764
12,0.903732180595398,1,-1.257957100868225
13,-0.15034890174865723,0,-1.3453478813171387
14,-1.3452719449996948,1,-1.0561670064926147
15,0.018741726875305176,0,-1.1468913555145264
16,4.145610809326172,1,-0.616727888584137
17,0.9330406188964844,1,-0.9604926109313965
18,-1.3610076904296875,1,-0.7193285822868347
19,0.504898190498352,0,-0.972673773765564
20,3.0345382690429688,1,-0.4761747717857361
21,0.6354409456253052,1,-0.9964112043380737
22,-1.7662429809570312,1,-0.7373067140579224
23,0.5250853300094604,0,-1.0426570177078247
24,2.4593048095703125,0,-0.7696536779403687
25,1.0467262268066406,0,-1.252392053604126
26,-1.1677169799804688,1,-0.8957034349441528
27,0.27966296672821045,0,-1.120259165763855
28,2.5101890563964844,1,-1.187671184539795
29,-0.22567379474639893,0,-1.0833735466003418
30,-2.5268211364746094,1,-0.7578055262565613
31,-0.20154941082000732,1,-0.876158595085144
32,1.7905426025390625,1,-0.748925507068634
33,0.0801846981048584,1,-1.29916250705719
34,0.2041398286819458,0,-0.7918950915336609
35,0.6430624723434448,0,-0.644504189491272
36,0.8961715698242188,1,-0.8613388538360596
37,0.12111639976501465,1,-0.9628219604492188
38,1.2284126281738281,0,-0.7522666454315186
39,1.581134557723999,0,-0.6500281095504761
