index,loss,correct,total_logprob
0,0.4543842673301697,1,-0.4097127914428711
1,,,
2,,,
1,0.43786704540252686,1,-0.4176672697067261
2,,,
3,,,
2,0.9985897541046143,0,-0.43529921770095825
3,,,
4,,,
3,0.45291244983673096,1,-0.40059351921081543
4,,,
5,,,
4,0.434888631105423,1,-0.4071006774902344
5,,,
6,,,
5,1.001840591430664,0,-0.42608386278152466
6,,,
7,,,
6,0.4504501223564148,1,-0.40255337953567505
7,,,
8,,,
7,0.4332953691482544,1,-0.40845441818237305
8,,,
9,,,
8,1.005126714706421,0,-0.4263682961463928
9,,,
10,,,
9,0.45364370942115784,1,-0.39994528889656067
10,,,
11,,,
10,0.43707501888275146,1,-0.4068886637687683
11,,,
12,,,
11,0.9965381622314453,0,-0.4237198829650879
12,,,
13,,,
12,0.45388859510421753,1,-0.38976746797561646
13,,,
14,,,
13,0.43886083364486694,1,-0.39637500047683716
14,,,
15,,,
14,0.9960281252861023,0,-0.41315191984176636
15,,,
16,,,
15,0.43643248081207275,1,-0.4243127703666687
16,,,
17,,,
16,0.42101866006851196,1,-0.43014222383499146
17,,,
18,,,
17,1.0310994386672974,0,-0.45079341530799866
18,,,
19,,,
18,0.43662139773368835,1,-0.4141400158405304
19,,,
20,,,
19,0.4197748899459839,1,-0.41823679208755493
20,,,
21,,,
20,1.030893325805664,0,-0.4407173991203308
21,,,
22,,,
21,0.4346168637275696,1,-0.41612309217453003
22,,,
23,,,
22,0.4188707768917084,1,-0.41947653889656067
23,,,
24,,,
23,1.0328181982040405,0,-0.44113457202911377
24,,,
25,,,
24,0.43664297461509705,1,-0.4144172966480255
25,,,
26,,,
25,0.42130976915359497,1,-0.4187529683113098
26,,,
27,,,
26,1.0260701179504395,0,-0.4394880533218384
27,,,
28,,,
27,0.4370182752609253,1,-0.4041918218135834
28,,,
29,,,
28,0.4233676791191101,1,-0.4082649350166321
29,,,
30,,,
29,1.0253947973251343,0,-0.42882275581359863
30,,,
31,,,
30,0.417879581451416,1,-0.3989577889442444
31,,,
32,,,
31,0.405025839805603,1,-0.40963220596313477
32,,,
33,,,
32,1.065035343170166,0,-0.42801982164382935
33,,,
34,,,
33,0.42130976915359497,1,-0.4012812376022339
34,,,
35,,,
34,0.4040891230106354,1,-0.4054315984249115
35,,,
36,,,
35,1.0607407093048096,0,-0.4231448173522949
36,,,
37,,,
36,0.4119051396846771,1,-0.39204731583595276
37,,,
38,,,
37,0.3988468647003174,1,-0.40106481313705444
38,,,
39,,,
38,1.0753318071365356,0,-0.4201696813106537
39,,,
40,,,
39,0.4138457477092743,1,-0.39067864418029785
40,,,
41,,,
40,0.4011533260345459,1,-0.40027332305908203
41,,,
42,,,
41,1.0685782432556152,0,-0.4185253977775574
42,,,
43,,,
42,0.4142260253429413,1,-0.3812076151371002
43,,,
44,,,
43,0.4030199944972992,1,-0.3904878795146942
44,,,
45,,,
44,1.0678369998931885,0,-0.40860700607299805
45,,,
46,,,
45,0.40182945132255554,1,-0.40419983863830566
46,,,
47,,,
46,0.39101338386535645,1,-0.4073203206062317
47,,,
48,,,
47,1.0957956314086914,0,-0.42299944162368774
48,,,
49,,,
48,0.39587730169296265,1,-0.39723336696624756
49,,,
50,,,
49,0.38526567816734314,1,-0.3997122347354889
50,,,
51,,,
50,1.1078181266784668,0,-0.41662362217903137
51,,,
52,,,
51,0.39523670077323914,1,-0.39727869629859924
52,,,
53,,,
52,0.3847317695617676,1,-0.398504376411438
53,,,
54,,,
53,1.108329176902771,0,-0.41497087478637695
54,,,
55,,,
54,0.3975612223148346,1,-0.3958151638507843
55,,,
