index,loss
0,1.3015978336334229
1,1.6547595262527466
2,0.9504860639572144
3,0.5997681021690369
4,0.30350634455680847
5,0.6219035387039185
6,0.9657554030418396
7,0.3388628363609314
8,0.40953314304351807
9,0.6350380778312683
10,0.5332117080688477
11,1.0310012102127075
12,0.5665897727012634
13,1.2812050580978394
14,0.6905032396316528
15,0.8298656940460205
16,0.5065330862998962
17,0.6869181990623474
18,0.3892936110496521
19,0.9796962141990662
20,0.5775845050811768
21,0.4615529179573059
22,1.3456952571868896
23,0.427886039018631
24,0.44570687413215637
25,0.7992692589759827
26,1.2232164144515991
27,0.7276760935783386
28,0.573428213596344
29,0.6519071459770203
30,1.0097813606262207
31,0.8712778091430664
32,0.5317115783691406
33,0.8895832896232605
34,0.4802941679954529
35,0.7808897495269775
36,1.1664541959762573
37,0.19557027518749237
38,0.4773622751235962
39,0.9518074989318848
40,0.919235348701477
41,0.9062907695770264
42,0.9107728600502014
43,0.731590986251831
44,0.6681160926818848
45,0.8964704275131226
46,0.8572405576705933
47,0.6680899858474731
48,0.3099444806575775
49,0.4116290509700775
50,0.6262699365615845
51,1.3504210710525513
52,0.9050623774528503
53,0.7336340546607971
54,0.49218758940696716
55,0.5773770809173584
56,0.5389053821563721
57,0.8615549206733704
58,0.49325937032699585
59,0.6603688597679138
60,0.3819895088672638
61,1.2296793460845947
62,1.0176877975463867
63,0.9566700458526611
64,0.5863786339759827
65,0.6108541488647461
66,1.298682451248169
67,1.2904932498931885
68,1.1179282665252686
69,0.7060988545417786
70,0.7117690443992615
71,0.9580954909324646
72,1.0399466753005981
73,0.4504549503326416
74,0.23991815745830536
75,0.34990057349205017
76,0.37339338660240173
77,0.5171322226524353
78,0.49373823404312134
79,0.8948758244514465
80,1.0773193836212158
81,0.361625999212265
82,0.9108754992485046
83,1.1987035274505615
84,1.0166443586349487
85,0.8937866687774658
86,0.670275866985321
87,0.9326252341270447
88,0.3463521897792816
89,0.39219656586647034
90,0.6468605995178223
91,0.7602232694625854
92,0.32299521565437317
93,0.4172765910625458
94,0.7414839267730713
95,1.3564834594726562
96,1.5726299285888672
97,0.8479986190795898
98,0.9444495439529419
99,0.43617650866508484
100,0.616743266582489
101,0.29617980122566223
102,0.7155922055244446
103,0.5625759959220886
104,0.8748510479927063
105,0.9273374676704407
106,0.7681045532226562
107,0.8299559354782104
108,0.6967183351516724
109,0.5183902978897095
110,0.7743445634841919
111,0.46629562973976135
112,0.5635647773742676
113,0.38291114568710327
114,0.9631669521331787
115,0.2608603239059448
116,0.8290376663208008
117,0.3702404797077179
118,0.8505517244338989
119,0.25519999861717224
120,0.476068377494812
121,0.4328227639198303
122,1.2008891105651855
123,0.1855924129486084
124,1.0371029376983643
125,0.853176474571228
126,0.44899728894233704
127,0.36688458919525146
128,0.5894775986671448
129,0.3907473683357239
130,0.5637274980545044
131,0.5808079838752747
132,0.7893096804618835
133,0.5095865726470947
134,0.5305315256118774
135,0.6752121448516846
136,1.072935700416565
137,0.30074170231819153
138,0.8935782313346863
139,0.20489777624607086
140,0.8223673701286316
141,1.2030181884765625
142,0.5914132595062256
143,0.5860443711280823
144,0.9580850601196289
145,0.38328051567077637
146,0.8703285455703735
147,0.8703707456588745
148,0.7965368032455444
149,0.8148554563522339
150,0.5732609033584595
151,0.536090075969696
152,0.3724226653575897
153,0.533927857875824
154,0.5782116055488586
155,0.3421480655670166
156,0.49900689721107483
157,0.6600010991096497
158,0.8342300057411194
159,0.8622153401374817
160,0.7323795557022095
161,0.7235314846038818
162,0.8235922455787659
163,0.9419490098953247
164,0.7649787068367004
165,0.8045923113822937
166,0.4624582827091217
167,0.5328727960586548
168,0.15044191479682922
169,0.7082924842834473
170,0.5459444522857666
171,0.5965892672538757
172,0.7128185629844666
173,1.705589771270752
174,0.5373963713645935
175,1.0799943208694458
176,0.8271173238754272
177,0.5273103713989258
178,0.4032377004623413
179,0.49190887808799744
180,0.5031330585479736
181,0.5485038757324219
182,1.6680961847305298
