index,logodds_difference,correct,total_logprob
0,0.3661242723464966,1,-0.9488137662410736
1,0.14194869995117188,1,-0.8336785435676575
2,-0.19229018688201904,1,-0.6732437312602997
3,0.17454832792282104,1,-0.628955751657486
4,0.31276023387908936,1,-0.5959304422140121
5,0.1559886932373047,0,-0.6027306914329529
6,0.09311163425445557,0,-1.252867877483368
7,0.37276625633239746,1,-0.9525955319404602
8,0.025371432304382324,1,-1.14778470993042
9,-0.29145538806915283,0,-0.9157587587833405
10,0.4063073396682739,0,-1.2817431092262268
11,-0.024985074996948242,1,-1.292518436908722
12,-0.09779167175292969,0,-1.1166173815727234
13,-0.04852652549743652,1,-0.9343222677707672
14,0.29738736152648926,1,-1.0459161400794983
15,0.40500831604003906,1,-0.8630869388580322
16,0.567632794380188,1,-1.185368925333023
17,0.07327854633331299,0,-0.7912598550319672
18,-0.2677985429763794,1,-0.8947716057300568
19,0.220159649848938,0,-0.7497071623802185
20,-0.4887065887451172,0,-0.9145522117614746
21,0.24807727336883545,0,-0.7964445352554321
22,0.12701797485351562,1,-1.5819270014762878
23,0.27478790283203125,0,-1.401132583618164
24,0.140838623046875,0,-1.1842218339443207
25,0.5140368938446045,0,-1.631939172744751
26,-0.2295914888381958,0,-0.9013307988643646
27,-0.19072628021240234,1,-1.6897895336151123
28,-0.022806167602539062,0,-1.0659614503383636
29,0.3112211227416992,1,-1.086486577987671
30,0.7207355499267578,0,-1.2471030950546265
31,-0.24468982219696045,1,-1.1010070443153381
32,0.2632122039794922,0,-0.8936314582824707
33,0.1848698854446411,1,-1.2029404640197754
34,0.019728899002075195,1,-1.0718527138233185
35,0.2384432554244995,0,-1.028039574623108
36,-0.10788631439208984,0,-1.5572789907455444
37,0.10316967964172363,1,-1.2028602361679077
38,-0.06671726703643799,1,-0.9845360517501831
39,-0.07204616069793701,0,-0.792203426361084
