index,logodds_difference,correct,total_logprob
0,0.0,1,-9.939135551452637
1,-0.0,0,-9.88786506652832
2,0.0,1,-9.170135498046875
3,-0.0,0,-9.020700454711914
4,0.0,1,-9.738235473632812
5,-0.0,0,-9.7674560546875
6,0.0,1,-9.744486808776855
7,-0.0,0,-9.773747444152832
8,0.0,1,-9.674107551574707
9,-0.0,0,-9.806041717529297
10,0.0,1,-9.124152183532715
11,-0.0,0,-9.422003746032715
12,0.0,1,-9.580235481262207
13,-0.0,0,-9.725525856018066
14,0.0,1,-9.751388549804688
15,-0.0,0,-9.918612480163574
16,0.0,1,-9.078916549682617
17,-0.0,0,-10.01840877532959
18,0.0,1,-9.429686546325684
19,-0.0,0,-9.887734413146973
20,0.0,1,-9.85733413696289
21,-0.0,0,-9.91487979888916
22,0.0,1,-9.912361145019531
23,-0.0,0,-9.786352157592773
24,0.0,1,-9.676740646362305
25,-0.0,0,-10.056401252746582
26,0.0,1,-9.484872817993164
27,-0.0,0,-9.419936180114746
28,0.0,1,-9.414339065551758
29,-0.0,0,-9.182302474975586
30,0.0,1,-10.27797794342041
31,-0.0,0,-10.09572982788086
32,0.0,1,-10.062400817871094
33,-0.0,0,-9.588690757751465
34,0.0,1,-9.753519058227539
35,-0.0,0,-9.660249710083008
36,0.0,1,-9.958721160888672
37,-0.0,0,-9.776448249816895
38,0.0,1,-9.479045867919922
39,-0.0,0,-9.591531753540039
