index,logodds_difference,correct,total_logprob
0,3.706571102142334,1,-3.5398049354553223
1,1.6695775985717773,1,-5.38327431678772
2,3.340829372406006,0,-6.010924577713013
3,2.666421413421631,1,-6.513725280761719
4,1.9679622650146484,0,-6.714227676391602
5,1.3872785568237305,1,-5.700893878936768
6,0.20644855499267578,0,-7.9800660610198975
7,2.905463218688965,1,-6.695098638534546
8,1.5636396408081055,0,-8.768836498260498
9,2.089385509490967,1,-7.234975814819336
10,0.8370575904846191,0,-5.4888081550598145
11,0.2718162536621094,1,-4.652209758758545
12,4.984737396240234,1,-6.235583305358887
13,2.009425163269043,1,-6.209263324737549
14,2.257021903991699,1,-6.294933557510376
15,0.7680110931396484,1,-6.683926343917847
16,4.9524245262146,0,-7.506173133850098
17,-0.47193336486816406,1,-4.505862474441528
18,0.8604984283447266,0,-6.864896059036255
19,0.1374831199645996,1,-6.8249921798706055
20,-0.7042441368103027,0,-8.927704095840454
21,-0.03909492492675781,1,-8.968035697937012
22,2.532120704650879,1,-7.155005931854248
23,3.711365222930908,1,-5.0700109004974365
24,-0.04175615310668945,0,-7.6562676429748535
25,1.6949920654296875,1,-7.999191761016846
26,-0.2841372489929199,0,-7.452761650085449
27,2.6258530616760254,1,-6.140519380569458
28,-1.8029417991638184,0,-5.13895857334137
29,3.357884407043457,1,-7.769161224365234
30,-0.33718109130859375,0,-5.118718862533569
31,1.831200122833252,1,-5.455795526504517
32,1.3660697937011719,0,-7.709497928619385
33,2.560558319091797,1,-7.852568864822388
34,3.023798942565918,0,-4.341984748840332
35,-1.9654626846313477,1,-5.116930723190308
36,5.085040092468262,1,-4.3070995807647705
37,1.5788097381591797,1,-3.8648109436035156
38,0.4160318374633789,0,-9.241783618927002
39,-1.6611690521240234,1,-9.091470718383789
