index,logodds_difference,correct,total_logprob
0,1.0615224838256836,1,-5.2875659465789795
1,-0.07358980178833008,1,-6.0628533363342285
2,0.24080324172973633,1,-6.166913032531738
3,-0.48444461822509766,1,-7.629495859146118
4,1.2002711296081543,1,-5.015166997909546
5,-0.13320541381835938,0,-5.142274618148804
6,-0.09976434707641602,1,-8.319040060043335
7,0.6196846961975098,1,-7.207717180252075
8,-0.022587299346923828,1,-6.029925346374512
9,-0.8561525344848633,0,-6.368767499923706
10,0.6907916069030762,1,-6.9454731941223145
11,0.41696834564208984,0,-7.2925026416778564
12,0.9213564395904541,1,-5.248860716819763
13,-0.3716444969177246,0,-6.114144563674927
14,0.6878595352172852,1,-6.5362889766693115
15,0.7238483428955078,0,-7.220179080963135
16,1.9918527603149414,1,-5.7516138553619385
17,-1.0430629253387451,0,-3.845828056335449
18,-0.31134605407714844,1,-5.614201664924622
19,0.06337213516235352,0,-5.806218147277832
20,-0.7146072387695312,1,-8.154700994491577
21,0.11852264404296875,0,-9.227065086364746
22,0.28041648864746094,1,-6.08720588684082
23,0.33093881607055664,0,-7.1921303272247314
24,0.22902727127075195,1,-5.377765655517578
25,0.3033909797668457,0,-7.0129053592681885
26,-0.8836660385131836,1,-5.589156627655029
27,-1.578493595123291,0,-7.32230281829834
28,-0.46089696884155273,0,-5.963322639465332
29,0.7957515716552734,0,-8.526829242706299
30,0.9211592674255371,1,-4.697764992713928
31,-0.35457849502563477,0,-5.0861546993255615
32,-0.06494808197021484,0,-7.609487771987915
33,0.7303276062011719,0,-8.843590259552002
34,1.4233946800231934,1,-5.531891822814941
35,-0.3056669235229492,0,-6.324044466018677
36,1.0859289169311523,1,-4.77091383934021
37,0.20584821701049805,1,-7.074764251708984
38,0.6853246688842773,1,-7.622992038726807
39,-0.9950270652770996,0,-6.760101556777954
